温度基准,策略,城市,情景,建筑ID,楼层,夜间总时数,不舒适小时数
26°C,现状,guang3zhou1shi4,2020 Baseline,guang3zhou1shi4_2_5_2015_S0,STOREY_1,1670,0
26°C,现状,guang3zhou1shi4,2020 Baseline,guang3zhou1shi4_2_5_2015_S0,STOREY_2,1670,0
26°C,现状,guang3zhou1shi4,2020 Baseline,guang3zhou1shi4_2_5_2015_S0,STOREY_3,1670,0
26°C,现状,guang3zhou1shi4,2020 Baseline,guang3zhou1shi4_2_5_2015_S0,STOREY_4,1670,0
26°C,现状,guang3zhou1shi4,2020 Baseline,guang3zhou1shi4_2_5_2015_S0,STOREY_5,1670,0
26°C,现状,guang3zhou1shi4,2020 Baseline,guang3zhou1shi4_2_5_2015_S0,STOREY_6,1670,0
26°C,现状,guang3zhou1shi4,2020 Baseline,guang3zhou1shi4_2_5_2015_S0,STOREY_7,1670,0
26°C,现状,guang3zhou1shi4,2020 Baseline,guang3zhou1shi4_2_5_2015_S0,STOREY_8,1670,0
26°C,现状,guang3zhou1shi4,2020 Baseline,guang3zhou1shi4_2_5_2015_S0,STOREY_9,1670,0
26°C,现状,guang3zhou1shi4,2020 Baseline,guang3zhou1shi4_2_5_2015_S0,STOREY_10,1670,0
26°C,现状,guang3zhou1shi4,2020 Baseline,guang3zhou1shi4_2_5_2015_S0,STOREY_11,1670,0
26°C,现状,guang3zhou1shi4,2020 Baseline,guang3zhou1shi4_2_5_2015_S0,STOREY_12,1670,0
26°C,现状,guang3zhou1shi4,2020 Baseline,guang3zhou1shi4_2_5_2015_S0,STOREY_13,1670,0
26°C,现状,guang3zhou1shi4,2020 Baseline,guang3zhou1shi4_2_5_2015_S0,STOREY_14,1670,7
26°C,现状,guang3zhou1shi4,2020 Baseline,guang3zhou1shi4_2_5_2015_S0,STOREY_0,1670,0
26°C,现状,guang3zhou1shi4,2020 Baseline,guang3zhou1shi4_2_6_2005_S0,STOREY_1,1670,0
26°C,现状,guang3zhou1shi4,2020 Baseline,guang3zhou1shi4_2_6_2005_S0,STOREY_2,1670,0
26°C,现状,guang3zhou1shi4,2020 Baseline,guang3zhou1shi4_2_6_2005_S0,STOREY_3,1670,0
26°C,现状,guang3zhou1shi4,2020 Baseline,guang3zhou1shi4_2_6_2005_S0,STOREY_4,1670,0
26°C,现状,guang3zhou1shi4,2020 Baseline,guang3zhou1shi4_2_6_2005_S0,STOREY_5,1670,0
26°C,现状,guang3zhou1shi4,2020 Baseline,guang3zhou1shi4_2_6_2005_S0,STOREY_6,1670,0
26°C,现状,guang3zhou1shi4,2020 Baseline,guang3zhou1shi4_2_6_2005_S0,STOREY_7,1670,0
26°C,现状,guang3zhou1shi4,2020 Baseline,guang3zhou1shi4_2_6_2005_S0,STOREY_8,1670,0
26°C,现状,guang3zhou1shi4,2020 Baseline,guang3zhou1shi4_2_6_2005_S0,STOREY_9,1670,0
26°C,现状,guang3zhou1shi4,2020 Baseline,guang3zhou1shi4_2_6_2005_S0,STOREY_10,1670,0
26°C,现状,guang3zhou1shi4,2020 Baseline,guang3zhou1shi4_2_6_2005_S0,STOREY_11,1670,0
26°C,现状,guang3zhou1shi4,2020 Baseline,guang3zhou1shi4_2_6_2005_S0,STOREY_12,1670,0
26°C,现状,guang3zhou1shi4,2020 Baseline,guang3zhou1shi4_2_6_2005_S0,STOREY_13,1670,0
26°C,现状,guang3zhou1shi4,2020 Baseline,guang3zhou1shi4_2_6_2005_S0,STOREY_14,1670,8
26°C,现状,guang3zhou1shi4,2020 Baseline,guang3zhou1shi4_2_6_2005_S0,STOREY_0,1670,0
26°C,现状,shang4hai3shi4,2020 Baseline,shang4hai3shi4_0_10_1980_S0,STOREY_1,1840,0
26°C,现状,shang4hai3shi4,2020 Baseline,shang4hai3shi4_0_10_1980_S0,STOREY_2,1840,6
26°C,现状,shang4hai3shi4,2020 Baseline,shang4hai3shi4_0_10_1980_S0,STOREY_0,1840,0
26°C,现状,guang3zhou1shi4,2020 Baseline,guang3zhou1shi4_2_7_2015_S0,STOREY_1,1670,0
26°C,现状,guang3zhou1shi4,2020 Baseline,guang3zhou1shi4_2_7_2015_S0,STOREY_2,1670,0
26°C,现状,guang3zhou1shi4,2020 Baseline,guang3zhou1shi4_2_7_2015_S0,STOREY_3,1670,0
26°C,现状,guang3zhou1shi4,2020 Baseline,guang3zhou1shi4_2_7_2015_S0,STOREY_4,1670,0
26°C,现状,guang3zhou1shi4,2020 Baseline,guang3zhou1shi4_2_7_2015_S0,STOREY_5,1670,0
26°C,现状,guang3zhou1shi4,2020 Baseline,guang3zhou1shi4_2_7_2015_S0,STOREY_6,1670,0
26°C,现状,guang3zhou1shi4,2020 Baseline,guang3zhou1shi4_2_7_2015_S0,STOREY_7,1670,0
26°C,现状,guang3zhou1shi4,2020 Baseline,guang3zhou1shi4_2_7_2015_S0,STOREY_8,1670,0
26°C,现状,guang3zhou1shi4,2020 Baseline,guang3zhou1shi4_2_7_2015_S0,STOREY_9,1670,0
26°C,现状,guang3zhou1shi4,2020 Baseline,guang3zhou1shi4_2_7_2015_S0,STOREY_10,1670,0
26°C,现状,guang3zhou1shi4,2020 Baseline,guang3zhou1shi4_2_7_2015_S0,STOREY_11,1670,0
26°C,现状,guang3zhou1shi4,2020 Baseline,guang3zhou1shi4_2_7_2015_S0,STOREY_12,1670,0
26°C,现状,guang3zhou1shi4,2020 Baseline,guang3zhou1shi4_2_7_2015_S0,STOREY_13,1670,0
26°C,现状,guang3zhou1shi4,2020 Baseline,guang3zhou1shi4_2_7_2015_S0,STOREY_14,1670,0
26°C,现状,guang3zhou1shi4,2020 Baseline,guang3zhou1shi4_2_7_2015_S0,STOREY_15,1670,0
26°C,现状,guang3zhou1shi4,2020 Baseline,guang3zhou1shi4_2_7_2015_S0,STOREY_16,1670,0
26°C,现状,guang3zhou1shi4,2020 Baseline,guang3zhou1shi4_2_7_2015_S0,STOREY_17,1670,0
26°C,现状,guang3zhou1shi4,2020 Baseline,guang3zhou1shi4_2_7_2015_S0,STOREY_18,1670,0
26°C,现状,guang3zhou1shi4,2020 Baseline,guang3zhou1shi4_2_7_2015_S0,STOREY_19,1670,3
26°C,现状,guang3zhou1shi4,2020 Baseline,guang3zhou1shi4_2_7_2015_S0,STOREY_0,1670,0
26°C,现状,shang4hai3shi4,2020 Baseline,shang4hai3shi4_0_11_1980_S0,STOREY_1,1840,0
26°C,现状,shang4hai3shi4,2020 Baseline,shang4hai3shi4_0_11_1980_S0,STOREY_2,1840,5
26°C,现状,shang4hai3shi4,2020 Baseline,shang4hai3shi4_0_11_1980_S0,STOREY_0,1840,0
26°C,现状,shang4hai3shi4,2020 Baseline,shang4hai3shi4_0_12_1995_S0,STOREY_1,1840,0
26°C,现状,shang4hai3shi4,2020 Baseline,shang4hai3shi4_0_12_1995_S0,STOREY_2,1840,5
26°C,现状,shang4hai3shi4,2020 Baseline,shang4hai3shi4_0_12_1995_S0,STOREY_0,1840,0
26°C,现状,shang4hai3shi4,2020 Baseline,shang4hai3shi4_0_13_1980_S0,STOREY_1,1840,9
26°C,现状,shang4hai3shi4,2020 Baseline,shang4hai3shi4_0_13_1980_S0,STOREY_0,1840,0
26°C,现状,shang4hai3shi4,2020 Baseline,shang4hai3shi4_0_14_2005_S0,STOREY_1,1840,0
26°C,现状,shang4hai3shi4,2020 Baseline,shang4hai3shi4_0_14_2005_S0,STOREY_2,1840,5
26°C,现状,shang4hai3shi4,2020 Baseline,shang4hai3shi4_0_14_2005_S0,STOREY_0,1840,0
26°C,现状,shang4hai3shi4,2020 Baseline,shang4hai3shi4_0_15_1995_S0,STOREY_1,1840,8
26°C,现状,shang4hai3shi4,2020 Baseline,shang4hai3shi4_0_15_1995_S0,STOREY_2,1840,17
26°C,现状,shang4hai3shi4,2020 Baseline,shang4hai3shi4_0_15_1995_S0,STOREY_0,1840,0
26°C,现状,shang4hai3shi4,2020 Baseline,shang4hai3shi4_0_2_1995_S0,STOREY_0,1840,0
26°C,现状,shang4hai3shi4,2020 Baseline,shang4hai3shi4_0_1_1980_S0,STOREY_1,1840,0
26°C,现状,shang4hai3shi4,2020 Baseline,shang4hai3shi4_0_1_1980_S0,STOREY_2,1840,0
26°C,现状,shang4hai3shi4,2020 Baseline,shang4hai3shi4_0_1_1980_S0,STOREY_0,1840,0
26°C,现状,guang3zhou1shi4,2020 Baseline,guang3zhou1shi4_2_8_2005_S0,STOREY_1,1670,0
26°C,现状,guang3zhou1shi4,2020 Baseline,guang3zhou1shi4_2_8_2005_S0,STOREY_2,1670,0
26°C,现状,guang3zhou1shi4,2020 Baseline,guang3zhou1shi4_2_8_2005_S0,STOREY_3,1670,0
26°C,现状,guang3zhou1shi4,2020 Baseline,guang3zhou1shi4_2_8_2005_S0,STOREY_4,1670,0
26°C,现状,guang3zhou1shi4,2020 Baseline,guang3zhou1shi4_2_8_2005_S0,STOREY_5,1670,0
26°C,现状,guang3zhou1shi4,2020 Baseline,guang3zhou1shi4_2_8_2005_S0,STOREY_6,1670,0
26°C,现状,guang3zhou1shi4,2020 Baseline,guang3zhou1shi4_2_8_2005_S0,STOREY_7,1670,0
26°C,现状,guang3zhou1shi4,2020 Baseline,guang3zhou1shi4_2_8_2005_S0,STOREY_8,1670,0
26°C,现状,guang3zhou1shi4,2020 Baseline,guang3zhou1shi4_2_8_2005_S0,STOREY_9,1670,0
26°C,现状,guang3zhou1shi4,2020 Baseline,guang3zhou1shi4_2_8_2005_S0,STOREY_10,1670,0
26°C,现状,guang3zhou1shi4,2020 Baseline,guang3zhou1shi4_2_8_2005_S0,STOREY_11,1670,0
26°C,现状,guang3zhou1shi4,2020 Baseline,guang3zhou1shi4_2_8_2005_S0,STOREY_12,1670,0
26°C,现状,guang3zhou1shi4,2020 Baseline,guang3zhou1shi4_2_8_2005_S0,STOREY_13,1670,0
26°C,现状,guang3zhou1shi4,2020 Baseline,guang3zhou1shi4_2_8_2005_S0,STOREY_14,1670,0
26°C,现状,guang3zhou1shi4,2020 Baseline,guang3zhou1shi4_2_8_2005_S0,STOREY_15,1670,0
26°C,现状,guang3zhou1shi4,2020 Baseline,guang3zhou1shi4_2_8_2005_S0,STOREY_16,1670,0
26°C,现状,guang3zhou1shi4,2020 Baseline,guang3zhou1shi4_2_8_2005_S0,STOREY_17,1670,0
26°C,现状,guang3zhou1shi4,2020 Baseline,guang3zhou1shi4_2_8_2005_S0,STOREY_18,1670,0
26°C,现状,guang3zhou1shi4,2020 Baseline,guang3zhou1shi4_2_8_2005_S0,STOREY_19,1670,0
26°C,现状,guang3zhou1shi4,2020 Baseline,guang3zhou1shi4_2_8_2005_S0,STOREY_20,1670,0
26°C,现状,guang3zhou1shi4,2020 Baseline,guang3zhou1shi4_2_8_2005_S0,STOREY_21,1670,0
26°C,现状,guang3zhou1shi4,2020 Baseline,guang3zhou1shi4_2_8_2005_S0,STOREY_22,1670,0
26°C,现状,guang3zhou1shi4,2020 Baseline,guang3zhou1shi4_2_8_2005_S0,STOREY_23,1670,0
26°C,现状,guang3zhou1shi4,2020 Baseline,guang3zhou1shi4_2_8_2005_S0,STOREY_24,1670,0
26°C,现状,guang3zhou1shi4,2020 Baseline,guang3zhou1shi4_2_8_2005_S0,STOREY_25,1670,0
26°C,现状,guang3zhou1shi4,2020 Baseline,guang3zhou1shi4_2_8_2005_S0,STOREY_26,1670,0
26°C,现状,guang3zhou1shi4,2020 Baseline,guang3zhou1shi4_2_8_2005_S0,STOREY_27,1670,3
26°C,现状,guang3zhou1shi4,2020 Baseline,guang3zhou1shi4_2_8_2005_S0,STOREY_0,1670,0
26°C,现状,shang4hai3shi4,2020 Baseline,shang4hai3shi4_0_3_1980_S0,STOREY_1,1840,0
26°C,现状,shang4hai3shi4,2020 Baseline,shang4hai3shi4_0_3_1980_S0,STOREY_2,1840,11
26°C,现状,shang4hai3shi4,2020 Baseline,shang4hai3shi4_0_3_1980_S0,STOREY_0,1840,0
26°C,现状,shang4hai3shi4,2020 Baseline,shang4hai3shi4_0_5_1980_S0,STOREY_1,1840,2
26°C,现状,shang4hai3shi4,2020 Baseline,shang4hai3shi4_0_5_1980_S0,STOREY_0,1840,0
26°C,现状,shang4hai3shi4,2020 Baseline,shang4hai3shi4_0_4_1980_S0,STOREY_1,1840,21
26°C,现状,shang4hai3shi4,2020 Baseline,shang4hai3shi4_0_4_1980_S0,STOREY_2,1840,22
26°C,现状,shang4hai3shi4,2020 Baseline,shang4hai3shi4_0_4_1980_S0,STOREY_0,1840,0
26°C,现状,guang3zhou1shi4,2020 Baseline,guang3zhou1shi4_2_9_2005_S0,STOREY_1,1670,0
26°C,现状,guang3zhou1shi4,2020 Baseline,guang3zhou1shi4_2_9_2005_S0,STOREY_2,1670,0
26°C,现状,guang3zhou1shi4,2020 Baseline,guang3zhou1shi4_2_9_2005_S0,STOREY_3,1670,0
26°C,现状,guang3zhou1shi4,2020 Baseline,guang3zhou1shi4_2_9_2005_S0,STOREY_4,1670,0
26°C,现状,guang3zhou1shi4,2020 Baseline,guang3zhou1shi4_2_9_2005_S0,STOREY_5,1670,0
26°C,现状,guang3zhou1shi4,2020 Baseline,guang3zhou1shi4_2_9_2005_S0,STOREY_6,1670,0
26°C,现状,guang3zhou1shi4,2020 Baseline,guang3zhou1shi4_2_9_2005_S0,STOREY_7,1670,0
26°C,现状,guang3zhou1shi4,2020 Baseline,guang3zhou1shi4_2_9_2005_S0,STOREY_8,1670,0
26°C,现状,guang3zhou1shi4,2020 Baseline,guang3zhou1shi4_2_9_2005_S0,STOREY_9,1670,0
26°C,现状,guang3zhou1shi4,2020 Baseline,guang3zhou1shi4_2_9_2005_S0,STOREY_10,1670,0
26°C,现状,guang3zhou1shi4,2020 Baseline,guang3zhou1shi4_2_9_2005_S0,STOREY_11,1670,0
26°C,现状,guang3zhou1shi4,2020 Baseline,guang3zhou1shi4_2_9_2005_S0,STOREY_12,1670,0
26°C,现状,guang3zhou1shi4,2020 Baseline,guang3zhou1shi4_2_9_2005_S0,STOREY_13,1670,0
26°C,现状,guang3zhou1shi4,2020 Baseline,guang3zhou1shi4_2_9_2005_S0,STOREY_14,1670,0
26°C,现状,guang3zhou1shi4,2020 Baseline,guang3zhou1shi4_2_9_2005_S0,STOREY_15,1670,0
26°C,现状,guang3zhou1shi4,2020 Baseline,guang3zhou1shi4_2_9_2005_S0,STOREY_16,1670,0
26°C,现状,guang3zhou1shi4,2020 Baseline,guang3zhou1shi4_2_9_2005_S0,STOREY_17,1670,0
26°C,现状,guang3zhou1shi4,2020 Baseline,guang3zhou1shi4_2_9_2005_S0,STOREY_18,1670,0
26°C,现状,guang3zhou1shi4,2020 Baseline,guang3zhou1shi4_2_9_2005_S0,STOREY_19,1670,0
26°C,现状,guang3zhou1shi4,2020 Baseline,guang3zhou1shi4_2_9_2005_S0,STOREY_20,1670,0
26°C,现状,guang3zhou1shi4,2020 Baseline,guang3zhou1shi4_2_9_2005_S0,STOREY_21,1670,0
26°C,现状,guang3zhou1shi4,2020 Baseline,guang3zhou1shi4_2_9_2005_S0,STOREY_22,1670,0
26°C,现状,guang3zhou1shi4,2020 Baseline,guang3zhou1shi4_2_9_2005_S0,STOREY_23,1670,11
26°C,现状,guang3zhou1shi4,2020 Baseline,guang3zhou1shi4_2_9_2005_S0,STOREY_0,1670,0
26°C,现状,shang4hai3shi4,2020 Baseline,shang4hai3shi4_0_6_1980_S0,STOREY_1,1840,0
26°C,现状,shang4hai3shi4,2020 Baseline,shang4hai3shi4_0_6_1980_S0,STOREY_2,1840,10
26°C,现状,shang4hai3shi4,2020 Baseline,shang4hai3shi4_0_6_1980_S0,STOREY_0,1840,0
26°C,现状,shang4hai3shi4,2020 Baseline,shang4hai3shi4_0_7_1995_S0,STOREY_1,1840,10
26°C,现状,shang4hai3shi4,2020 Baseline,shang4hai3shi4_0_7_1995_S0,STOREY_2,1840,19
26°C,现状,shang4hai3shi4,2020 Baseline,shang4hai3shi4_0_7_1995_S0,STOREY_0,1840,0
26°C,现状,shang4hai3shi4,2020 Baseline,shang4hai3shi4_0_8_1980_S0,STOREY_1,1840,11
26°C,现状,shang4hai3shi4,2020 Baseline,shang4hai3shi4_0_8_1980_S0,STOREY_2,1840,17
26°C,现状,shang4hai3shi4,2020 Baseline,shang4hai3shi4_0_8_1980_S0,STOREY_0,1840,0
26°C,现状,shang4hai3shi4,2020 Baseline,shang4hai3shi4_0_9_1995_S0,STOREY_1,1840,0
26°C,现状,shang4hai3shi4,2020 Baseline,shang4hai3shi4_0_9_1995_S0,STOREY_2,1840,5
26°C,现状,shang4hai3shi4,2020 Baseline,shang4hai3shi4_0_9_1995_S0,STOREY_0,1840,0
26°C,现状,shang4hai3shi4,2020 Baseline,shang4hai3shi4_1_10_1995_S0,STOREY_1,1840,0
26°C,现状,shang4hai3shi4,2020 Baseline,shang4hai3shi4_1_10_1995_S0,STOREY_2,1840,0
26°C,现状,shang4hai3shi4,2020 Baseline,shang4hai3shi4_1_10_1995_S0,STOREY_3,1840,0
26°C,现状,shang4hai3shi4,2020 Baseline,shang4hai3shi4_1_10_1995_S0,STOREY_4,1840,0
26°C,现状,shang4hai3shi4,2020 Baseline,shang4hai3shi4_1_10_1995_S0,STOREY_5,1840,0
26°C,现状,shang4hai3shi4,2020 Baseline,shang4hai3shi4_1_10_1995_S0,STOREY_0,1840,0
26°C,现状,shang4hai3shi4,2020 Baseline,shang4hai3shi4_1_13_2005_S0,STOREY_1,1840,0
26°C,现状,shang4hai3shi4,2020 Baseline,shang4hai3shi4_1_13_2005_S0,STOREY_2,1840,0
26°C,现状,shang4hai3shi4,2020 Baseline,shang4hai3shi4_1_13_2005_S0,STOREY_3,1840,0
26°C,现状,shang4hai3shi4,2020 Baseline,shang4hai3shi4_1_13_2005_S0,STOREY_4,1840,0
26°C,现状,shang4hai3shi4,2020 Baseline,shang4hai3shi4_1_13_2005_S0,STOREY_0,1840,0
26°C,现状,shang4hai3shi4,2020 Baseline,shang4hai3shi4_1_11_1995_S0,STOREY_1,1840,0
26°C,现状,shang4hai3shi4,2020 Baseline,shang4hai3shi4_1_11_1995_S0,STOREY_2,1840,0
26°C,现状,shang4hai3shi4,2020 Baseline,shang4hai3shi4_1_11_1995_S0,STOREY_3,1840,0
26°C,现状,shang4hai3shi4,2020 Baseline,shang4hai3shi4_1_11_1995_S0,STOREY_4,1840,0
26°C,现状,shang4hai3shi4,2020 Baseline,shang4hai3shi4_1_11_1995_S0,STOREY_5,1840,5
26°C,现状,shang4hai3shi4,2020 Baseline,shang4hai3shi4_1_11_1995_S0,STOREY_0,1840,0
26°C,现状,shang4hai3shi4,2020 Baseline,shang4hai3shi4_1_12_2005_S0,STOREY_1,1840,0
26°C,现状,shang4hai3shi4,2020 Baseline,shang4hai3shi4_1_12_2005_S0,STOREY_2,1840,0
26°C,现状,shang4hai3shi4,2020 Baseline,shang4hai3shi4_1_12_2005_S0,STOREY_3,1840,0
26°C,现状,shang4hai3shi4,2020 Baseline,shang4hai3shi4_1_12_2005_S0,STOREY_4,1840,0
26°C,现状,shang4hai3shi4,2020 Baseline,shang4hai3shi4_1_12_2005_S0,STOREY_5,1840,0
26°C,现状,shang4hai3shi4,2020 Baseline,shang4hai3shi4_1_12_2005_S0,STOREY_0,1840,0
26°C,现状,shang4hai3shi4,2020 Baseline,shang4hai3shi4_1_15_2005_S0,STOREY_1,1840,0
26°C,现状,shang4hai3shi4,2020 Baseline,shang4hai3shi4_1_15_2005_S0,STOREY_2,1840,0
26°C,现状,shang4hai3shi4,2020 Baseline,shang4hai3shi4_1_15_2005_S0,STOREY_3,1840,0
26°C,现状,shang4hai3shi4,2020 Baseline,shang4hai3shi4_1_15_2005_S0,STOREY_4,1840,0
26°C,现状,shang4hai3shi4,2020 Baseline,shang4hai3shi4_1_15_2005_S0,STOREY_5,1840,0
26°C,现状,shang4hai3shi4,2020 Baseline,shang4hai3shi4_1_15_2005_S0,STOREY_0,1840,0
26°C,现状,shang4hai3shi4,2020 Baseline,shang4hai3shi4_1_1_1995_S0,STOREY_1,1840,0
26°C,现状,shang4hai3shi4,2020 Baseline,shang4hai3shi4_1_1_1995_S0,STOREY_2,1840,0
26°C,现状,shang4hai3shi4,2020 Baseline,shang4hai3shi4_1_1_1995_S0,STOREY_3,1840,0
26°C,现状,shang4hai3shi4,2020 Baseline,shang4hai3shi4_1_1_1995_S0,STOREY_4,1840,0
26°C,现状,shang4hai3shi4,2020 Baseline,shang4hai3shi4_1_1_1995_S0,STOREY_5,1840,5
26°C,现状,shang4hai3shi4,2020 Baseline,shang4hai3shi4_1_1_1995_S0,STOREY_0,1840,0
26°C,现状,shang4hai3shi4,2020 Baseline,shang4hai3shi4_1_2_1980_S0,STOREY_1,1840,0
26°C,现状,shang4hai3shi4,2020 Baseline,shang4hai3shi4_1_2_1980_S0,STOREY_2,1840,0
26°C,现状,shang4hai3shi4,2020 Baseline,shang4hai3shi4_1_2_1980_S0,STOREY_3,1840,0
26°C,现状,shang4hai3shi4,2020 Baseline,shang4hai3shi4_1_2_1980_S0,STOREY_4,1840,0
26°C,现状,shang4hai3shi4,2020 Baseline,shang4hai3shi4_1_2_1980_S0,STOREY_5,1840,4
26°C,现状,shang4hai3shi4,2020 Baseline,shang4hai3shi4_1_2_1980_S0,STOREY_0,1840,0
26°C,现状,shang4hai3shi4,2020 Baseline,shang4hai3shi4_1_14_1995_S0,STOREY_1,1840,0
26°C,现状,shang4hai3shi4,2020 Baseline,shang4hai3shi4_1_14_1995_S0,STOREY_2,1840,0
26°C,现状,shang4hai3shi4,2020 Baseline,shang4hai3shi4_1_14_1995_S0,STOREY_3,1840,0
26°C,现状,shang4hai3shi4,2020 Baseline,shang4hai3shi4_1_14_1995_S0,STOREY_4,1840,0
26°C,现状,shang4hai3shi4,2020 Baseline,shang4hai3shi4_1_14_1995_S0,STOREY_5,1840,0
26°C,现状,shang4hai3shi4,2020 Baseline,shang4hai3shi4_1_14_1995_S0,STOREY_6,1840,0
26°C,现状,shang4hai3shi4,2020 Baseline,shang4hai3shi4_1_14_1995_S0,STOREY_7,1840,0
26°C,现状,shang4hai3shi4,2020 Baseline,shang4hai3shi4_1_14_1995_S0,STOREY_8,1840,0
26°C,现状,shang4hai3shi4,2020 Baseline,shang4hai3shi4_1_14_1995_S0,STOREY_9,1840,5
26°C,现状,shang4hai3shi4,2020 Baseline,shang4hai3shi4_1_14_1995_S0,STOREY_0,1840,0
26°C,现状,shang4hai3shi4,2020 Baseline,shang4hai3shi4_1_3_1995_S0,STOREY_1,1840,0
26°C,现状,shang4hai3shi4,2020 Baseline,shang4hai3shi4_1_3_1995_S0,STOREY_2,1840,0
26°C,现状,shang4hai3shi4,2020 Baseline,shang4hai3shi4_1_3_1995_S0,STOREY_3,1840,0
26°C,现状,shang4hai3shi4,2020 Baseline,shang4hai3shi4_1_3_1995_S0,STOREY_4,1840,0
26°C,现状,shang4hai3shi4,2020 Baseline,shang4hai3shi4_1_3_1995_S0,STOREY_5,1840,0
26°C,现状,shang4hai3shi4,2020 Baseline,shang4hai3shi4_1_3_1995_S0,STOREY_0,1840,0
26°C,现状,shang4hai3shi4,2020 Baseline,shang4hai3shi4_1_4_2005_S0,STOREY_1,1840,0
26°C,现状,shang4hai3shi4,2020 Baseline,shang4hai3shi4_1_4_2005_S0,STOREY_2,1840,0
26°C,现状,shang4hai3shi4,2020 Baseline,shang4hai3shi4_1_4_2005_S0,STOREY_3,1840,0
26°C,现状,shang4hai3shi4,2020 Baseline,shang4hai3shi4_1_4_2005_S0,STOREY_4,1840,0
26°C,现状,shang4hai3shi4,2020 Baseline,shang4hai3shi4_1_4_2005_S0,STOREY_5,1840,0
26°C,现状,shang4hai3shi4,2020 Baseline,shang4hai3shi4_1_4_2005_S0,STOREY_0,1840,0
26°C,现状,shang4hai3shi4,2020 Baseline,shang4hai3shi4_1_5_2005_S0,STOREY_1,1840,0
26°C,现状,shang4hai3shi4,2020 Baseline,shang4hai3shi4_1_5_2005_S0,STOREY_2,1840,0
26°C,现状,shang4hai3shi4,2020 Baseline,shang4hai3shi4_1_5_2005_S0,STOREY_3,1840,0
26°C,现状,shang4hai3shi4,2020 Baseline,shang4hai3shi4_1_5_2005_S0,STOREY_4,1840,0
26°C,现状,shang4hai3shi4,2020 Baseline,shang4hai3shi4_1_5_2005_S0,STOREY_5,1840,4
26°C,现状,shang4hai3shi4,2020 Baseline,shang4hai3shi4_1_5_2005_S0,STOREY_0,1840,0
26°C,现状,shang4hai3shi4,2020 Baseline,shang4hai3shi4_1_6_2005_S0,STOREY_1,1840,0
26°C,现状,shang4hai3shi4,2020 Baseline,shang4hai3shi4_1_6_2005_S0,STOREY_2,1840,0
26°C,现状,shang4hai3shi4,2020 Baseline,shang4hai3shi4_1_6_2005_S0,STOREY_3,1840,0
26°C,现状,shang4hai3shi4,2020 Baseline,shang4hai3shi4_1_6_2005_S0,STOREY_4,1840,0
26°C,现状,shang4hai3shi4,2020 Baseline,shang4hai3shi4_1_6_2005_S0,STOREY_5,1840,0
26°C,现状,shang4hai3shi4,2020 Baseline,shang4hai3shi4_1_6_2005_S0,STOREY_0,1840,0
26°C,现状,shang4hai3shi4,2020 Baseline,shang4hai3shi4_1_7_1995_S0,STOREY_1,1840,0
26°C,现状,shang4hai3shi4,2020 Baseline,shang4hai3shi4_1_7_1995_S0,STOREY_2,1840,0
26°C,现状,shang4hai3shi4,2020 Baseline,shang4hai3shi4_1_7_1995_S0,STOREY_3,1840,0
26°C,现状,shang4hai3shi4,2020 Baseline,shang4hai3shi4_1_7_1995_S0,STOREY_4,1840,6
26°C,现状,shang4hai3shi4,2020 Baseline,shang4hai3shi4_1_7_1995_S0,STOREY_0,1840,0
26°C,现状,shang4hai3shi4,2020 Baseline,shang4hai3shi4_1_8_1995_S0,STOREY_1,1840,0
26°C,现状,shang4hai3shi4,2020 Baseline,shang4hai3shi4_1_8_1995_S0,STOREY_2,1840,0
26°C,现状,shang4hai3shi4,2020 Baseline,shang4hai3shi4_1_8_1995_S0,STOREY_3,1840,0
26°C,现状,shang4hai3shi4,2020 Baseline,shang4hai3shi4_1_8_1995_S0,STOREY_4,1840,0
26°C,现状,shang4hai3shi4,2020 Baseline,shang4hai3shi4_1_8_1995_S0,STOREY_5,1840,11
26°C,现状,shang4hai3shi4,2020 Baseline,shang4hai3shi4_1_8_1995_S0,STOREY_0,1840,0
26°C,现状,shang4hai3shi4,2020 Baseline,shang4hai3shi4_1_9_1980_S0,STOREY_1,1840,0
26°C,现状,shang4hai3shi4,2020 Baseline,shang4hai3shi4_1_9_1980_S0,STOREY_2,1840,0
26°C,现状,shang4hai3shi4,2020 Baseline,shang4hai3shi4_1_9_1980_S0,STOREY_3,1840,0
26°C,现状,shang4hai3shi4,2020 Baseline,shang4hai3shi4_1_9_1980_S0,STOREY_4,1840,0
26°C,现状,shang4hai3shi4,2020 Baseline,shang4hai3shi4_1_9_1980_S0,STOREY_5,1840,3
26°C,现状,shang4hai3shi4,2020 Baseline,shang4hai3shi4_1_9_1980_S0,STOREY_0,1840,0
26°C,现状,shang4hai3shi4,2020 Baseline,shang4hai3shi4_2_11_2005_S0,STOREY_1,1840,0
26°C,现状,shang4hai3shi4,2020 Baseline,shang4hai3shi4_2_11_2005_S0,STOREY_2,1840,0
26°C,现状,shang4hai3shi4,2020 Baseline,shang4hai3shi4_2_11_2005_S0,STOREY_3,1840,0
26°C,现状,shang4hai3shi4,2020 Baseline,shang4hai3shi4_2_11_2005_S0,STOREY_4,1840,0
26°C,现状,shang4hai3shi4,2020 Baseline,shang4hai3shi4_2_11_2005_S0,STOREY_5,1840,0
26°C,现状,shang4hai3shi4,2020 Baseline,shang4hai3shi4_2_11_2005_S0,STOREY_6,1840,0
